pcon,share_conservative_poll,share_labor_poll,N,share_joint_poll,sd_poll,share_conservative,share_labor,share_joint,year
harwich and north essex,0.6204085193612366,0.37959148063876336,21,0.5317241984183023,0.10589792669970877,0.7320943925663554,0.2679056074336446,43478,2019
hastings and rye,0.3981784041641166,0.6018215958358833,43,0.4972234658499754,0.07465149457552026,0.540633982592615,0.4593660174073851,49749,2019
havant,0.8189647796646355,0.18103522033536448,31,0.5663850865789797,0.06915654736187907,0.7844166014095536,0.21558339859044637,38310,2019
hayes and harlington,0.5718992223281723,0.4281007776718278,19,0.552725875435799,0.11351570766072862,0.3837404905973035,0.6162595094026966,39829,2019
hazel grove,0.620689387811356,0.37931061218864404,25,0.44207303976755097,0.09704309798635247,0.7967527675276753,0.20324723247232473,27100,2019
hemel hempstead,0.8846435675330572,0.11535643246694281,32,0.5173302910606672,0.05647159849081286,0.6678809397551472,0.33211906024485277,43373,2019
hemsworth,0.580304756420376,0.419695243579624,18,0.3822566149846376,0.1163211899336068,0.481411468178954,0.518588531821046,31740,2019
hendon,0.4418055942114922,0.5581944057885078,27,0.42337839856058634,0.09557107324935807,0.5427048419012236,0.4572951580987764,49526,2019
henley,0.7425377514958198,0.25746224850418015,24,0.45886624696767964,0.0892504526364227,0.8496054055480772,0.15039459445192283,37887,2019
hereford and south herefordshire,0.6963896125217592,0.3036103874782408,28,0.6923684980509571,0.08689713132153798,0.7395240181048328,0.2604759818951672,41094,2019
hertford and stortford,0.7932660568989849,0.20673394310101512,25,0.5568882314376635,0.08099259716070879,0.7052129528909714,0.29478704710902853,47804,2019
hertsmere,0.8476058738377975,0.15239412616220252,24,0.68630414700868,0.07336272795541945,0.7422537452544954,0.25774625474550455,43989,2019
hexham,0.5744837996870548,0.4255162003129452,29,0.693269555161598,0.09181168199732852,0.6326751352031191,0.36732486479688087,39755,2019
heywood and middleton,0.5402360145244188,0.4597639854755811,28,0.411234966654118,0.09418467101831508,0.5082374574460155,0.49176254255398455,40243,2019
high peak,0.3634736024404132,0.6365263975595867,39,0.6363125690765923,0.0770215658726297,0.5060083913805044,0.4939916086194957,49098,2019
hitchin and harpenden,0.5212756802855784,0.47872431971442153,18,0.3927431236570358,0.11774439015379078,0.7356812994320293,0.2643187005679707,37678,2019
holborn and st pancras,0.19730277737626953,0.8026972226237304,36,0.48745899204030574,0.06632713359132222,0.19503943408247107,0.804960565917529,45519,2019
hornchurch and upminster,0.515940212288644,0.4840597877113561,35,0.6714553292423595,0.08447246544325941,0.7444108888049998,0.2555891111950002,47682,2019
hornsey and wood green,0.14816396834709675,0.8518360316529033,28,0.4054100169308657,0.06713829193504182,0.1627696341318079,0.8372303658681921,41955,2019
horsham,0.8747175701453878,0.1252824298546123,29,0.4513170953180843,0.061472377487312414,0.7920748389374282,0.2079251610625717,45324,2019
houghton and sunderland south,0.3291513394548711,0.6708486605451289,24,0.5602787668420807,0.09591896214816253,0.44685207302508106,0.553147926974919,29305,2019
hove,0.5676763551360776,0.43232364486392244,36,0.59645499492031,0.08256645655933022,0.32503900796583723,0.6749609920341628,48708,2019
huddersfield,0.29130018063964885,0.7086998193603511,20,0.46682545576065826,0.10159832316503968,0.43158449045203845,0.5684155095479615,36081,2019
huntingdon,0.7914199463642652,0.20858005363573484,29,0.4838040773085929,0.07544681041704236,0.7135208971336667,0.28647910286633327,45389,2019
hyndburn,0.4537742427955211,0.5462257572044789,30,0.5764050005238526,0.09089612741491843,0.5386469001283428,0.4613530998716572,38179,2019
ilford north,0.7338666361614616,0.2661333638385383,24,0.6089625877031319,0.09020957000473086,0.4425684599806287,0.5574315400193713,45428,2019
ilford south,0.5545594504273555,0.4454405495726444,25,0.6316701214566773,0.0994028704553475,0.23842497123879397,0.761575028761206,46069,2019
ipswich,0.4777660088965159,0.5222339911034841,28,0.6259879240116154,0.0943976485859553,0.5616657287563309,0.4383342712436691,44425,2019
isle of wight,0.7734420030339622,0.2265579969660378,60,0.5556795254509408,0.0540415690274278,0.6981617217370978,0.30183827826290216,59893,2019
islington north,0.14773374659596553,0.8522662534040346,32,0.6411941517277293,0.06272671049697563,0.1367809210198074,0.8632190789801926,40086,2019
islington south and finsbury,0.22372875871015957,0.7762712412898404,32,0.652367415124093,0.07367033859451398,0.23023868124320301,0.769761318756797,34942,2019
jarrow,0.364900236013174,0.6350997639868261,20,0.4020500067511412,0.1076447987063713,0.3797541038978585,0.6202458961021414,29606,2019
keighley,0.6038291236519278,0.39617087634807213,33,0.5903182966725176,0.08514150664623031,0.5229236429782133,0.47707635702178675,48378,2019
kenilworth and southam,0.8128249059365795,0.18717509406342042,15,0.3382256274453898,0.1007109984810564,0.7627604232112789,0.23723957678872107,39791,2019
kensington,0.6564713373102904,0.34352866268970966,18,0.39420645321015824,0.11193170551733006,0.5022464506080393,0.4977535493919607,33386,2019
kettering,0.708223916074659,0.29177608392534105,34,0.6120693481417853,0.07795979370512149,0.695811628395898,0.30418837160410195,42809,2019
kingston and surbiton,0.8533011289576315,0.14669887104236856,25,0.4037851059738108,0.07076109447352069,0.7594871416992115,0.24051285830078845,27142,2019
kingston upon hull east,0.7738153916826914,0.2261846083173086,16,0.36930955636169827,0.10459001245268781,0.47438706743291853,0.5256129325670815,24187,2019
kingston upon hull north,0.1452647275615352,0.8547352724384648,26,0.4017306950651497,0.06910496099524374,0.35658973293544366,0.6434102670645563,26473,2019
kingston upon hull west and hessle,0.21185117485192229,0.7881488251480777,28,0.674997061003857,0.0772219099566268,0.44028103044496486,0.5597189695550351,23912,2019
kingswood,0.6611239594668479,0.33887604053315207,29,0.5700445088961968,0.08789473910068078,0.6269115917111574,0.37308840828884265,44204,2019
knowsley,0.1669379530665861,0.8330620469334139,19,0.5593553130645126,0.08555382205388372,0.09080850715076015,0.9091914928492398,48806,2019
lancaster and fleetwood,0.3896350504247443,0.6103649495752558,41,0.6126807367383028,0.07616086600009336,0.4702410723216965,0.5297589276783035,39988,2019
leeds central,0.2560264833307425,0.7439735166692574,24,0.5058126297021608,0.0890872519789905,0.26814419097121955,0.7318558090287804,41556,2019
leeds east,0.20625729025417996,0.7937427097458202,30,0.6160173263135722,0.0738726878873789,0.41719316106237087,0.5828068389376291,33397,2019
leeds north east,0.4699494752820733,0.5300505247179267,27,0.5459583701507702,0.09605109866226824,0.29138894992553527,0.7086110500744647,40959,2019
leeds north west,0.31054006788174343,0.6894599321182566,34,0.5281138190707112,0.07935492388476738,0.3554970021240556,0.64450299787594445,37193,2019
leeds west,0.48568275932595834,0.5143172406740415,24,0.5197618980698617,0.10202022197818626,0.3437647893989588,0.6562352106010412,33808,2019
leicester east,0.38982659599348435,0.6101734040065157,10,0.3408525912141492,0.1542276956482256,0.43185163379452457,0.5681483662054754,44161,2019
leicester south,0.21857584482748826,0.7814241551725116,21,0.6049347252504045,0.09018511250951673,0.2454363787412713,0.7545636212587287,44537,2019
leicester west,0.24460862413638865,0.7553913758636114,20,0.42844189046658604,0.09611848030802703,0.43065525189331577,0.5693447481066842,30370,2019
leigh,0.5250965530311587,0.47490344696884146,28,0.5270862918506733,0.0943720151894985,0.5242191929400745,0.47578080705992554,40567,2019
lewes,0.9673249012642293,0.03267509873577077,22,0.3852247967895132,0.03790384764492813,0.8912261654339417,0.10877383456605821,29474,2019
lewisham east,0.3523267431060231,0.6476732568939769,24,0.41972358107760754,0.09750910410450689,0.2658203447706119,0.7341796552293881,36314,2019
lewisham west and penge,0.19928337547132294,0.8007166245286771,37,0.5200439021061061,0.06567107054306634,0.24461199231808806,0.7553880076819119,42177,2019
lewisham - deptford,0.28127842842589706,0.718721571574103,36,0.47161127882366094,0.07493717259740444,0.1384696500362486,0.8615303499637514,45519,2019
leyton and wanstead,0.54503405814171,0.4549659418582899,18,0.42534246964641825,0.11737213695651232,0.2177734375,0.7822265625,36864,2019
lichfield,0.8681953529043811,0.13180464709561884,39,0.5558070089734782,0.054167873461811546,0.7566558089033659,0.2433441910966341,46050,2019
lincoln,0.6332711496142731,0.3667288503857269,41,0.6342625438052532,0.0752619491656114,0.53902709906708135,0.4609729009329187,45020,2019
liverpool - riverside,0.06282420667430494,0.937175793325695,34,0.7961221578389441,0.041613532064507554,0.09110978652007859,0.9088902134799214,45297,2019
liverpool - walton,0.15913128273689225,0.8408687172631077,25,0.6739735292294227,0.0731596931626708,0.10421205519244735,0.8957879448075526,38556,2019
liverpool - wavertree,0.24223961776104008,0.7577603822389599,19,0.5894500056184181,0.09829054281969758,0.1188968622484874,0.8811031377515126,35535,2019
liverpool - west derby,0.32555554193408404,0.6744444580659159,20,0.6678042338330727,0.1047781301250621,0.10805228758169935,0.8919477124183006,38250,2019
loughborough,0.50451104788944,0.4954889521105599,46,0.6745491941842172,0.07371797763847956,0.5735447998522744,0.42645520014772564,48739,2019
louth and horncastle,0.8087182068113387,0.19128179318866131,55,0.6402925028668065,0.05303396318024406,0.8059736295416967,0.19402637045830332,47174,2019
ludlow,0.7880961993314737,0.21190380066852624,22,0.4552682469707673,0.08712597460802474,0.8091562751407884,0.19084372485921158,39776,2019
luton north,0.5645613185849037,0.4354386814150964,17,0.45270691122451034,0.12025263507998939,0.37750695456351835,0.6224930454364817,37745,2019
luton south,0.44998651516437277,0.5500134848356274,19,0.5196948488639412,0.11413257557368986,0.3742604400022977,0.6257395599977024,34818,2019
macclesfield,0.4790378178103374,0.5209621821896627,24,0.4800376135955464,0.10197233834841506,0.6167462341682471,0.38325376583175286,45873,2019
maidenhead,0.7557183180657554,0.24428168193424465,20,0.5074925712669285,0.09607500762571429,0.8053923263048738,0.19460767369512616,40502,2019
maidstone and the weald,0.9246736000147344,0.07532639998526561,31,0.48867495081162066,0.047400943726322364,0.7676797482049769,0.2323202517950231,40668,2019
makerfield,0.4232154683967437,0.5767845316032563,21,0.453380897677601,0.1078146857446275,0.43260919017288446,0.5673908098271155,35168,2019
maldon,0.5802684667961874,0.4197315332038126,36,0.7547360997933635,0.08225248615597339,0.8528672445791341,0.14713275542086593,42567,2019
manchester central,0.18406322542973394,0.815936774570266,21,0.3572790474794864,0.08456723289620398,0.17357542024822137,0.8264245797517786,44557,2019
manchester - gorton,0.09658431519186238,0.9034156848081376,21,0.6086644631881936,0.06445957952775018,0.10930538027661163,0.8906946197233884,38827,2019
manchester - withington,0.12141109848269796,0.8785889015173021,27,0.5642000632934313,0.06285504889939456,0.1394947509707109,0.8605052490292892,41722,2019
mansfield,0.7747496136790698,0.2252503863209302,48,0.6707095691889408,0.060296601925951904,0.6747246153186747,0.3252753846813253,46662,2019
meon valley,0.8453846223358248,0.15461537766417516,27,0.5099673042470918,0.06957795059790978,0.8620554808749847,0.13794451912501526,40915,2019
meriden,0.7444276261283349,0.25557237387166515,26,0.48895409897816,0.08554241763486674,0.7488666085440279,0.2511333914559721,45880,2019
mid bedfordshire,0.8478422577243531,0.1521577422756469,32,0.5825074358475957,0.06349354389946488,0.7339150227617602,0.26608497723823976,52720,2019
mid derbyshire,0.632995241474929,0.3670047585250709,27,0.3908803062836031,0.09275860062849424,0.6802831095174483,0.31971689048255175,42669,2019
mid dorset and north poole,0.8942853884543402,0.10571461154565981,30,0.562707730266192,0.05613645056212289,0.896752655538695,0.10324734446130501,32950,2019
mid norfolk,0.849853471767967,0.15014652823203303,30,0.4145337505846133,0.0652182357657479,0.7377915298476047,0.2622084701523954,47508,2019
mid sussex,0.8003158092578231,0.19968419074217691,24,0.41904163508749975,0.08160127008555557,0.7488863519351734,0.2511136480648266,44673,2019
mid worcestershire,0.6957815204055192,0.3042184795944808,29,0.6717763029252701,0.08543390190924234,0.7991202972199684,0.2008797027800316,46834,2019
middlesbrough,0.44350484785154465,0.5564951521484554,13,0.3708126743136996,0.13778698659768632,0.33867558322764135,0.6613244167723586,26019,2019
middlesbrough south and east cleveland,0.5594463862608173,0.4405536137391827,39,0.5581793691484283,0.07949619038776279,0.6302078666786131,0.369792133321387,44644,2019
milton keynes north,0.6173574934714854,0.38264250652851467,38,0.5918322628005337,0.07884482073002477,0.5562287625177541,0.4437712374822459,55621,2019
milton keynes south,0.6949455151149095,0.3050544848850904,38,0.5738790172812356,0.07469169018399334,0.5608290409614913,0.4391709590385087,57078,2019
mitcham and morden,0.3213530915830508,0.6786469084169492,25,0.4493302965954813,0.09339920387520788,0.29108147847690513,0.7089185215230949,39446,2019
mole valley,0.8887028517538764,0.1112971482461236,15,0.4333781001769335,0.08120348639412144,0.9143583374252621,0.08564166257473788,34621,2019
morecambe and lunesdale,0.5749490665875363,0.4250509334124638,34,0.5132242784567265,0.08478044957377313,0.5765615962984384,0.4234384037015616,41496,2019
morley and outwood,0.46142052572685954,0.5385794742731403,42,0.6661121911379377,0.07692167075990634,0.6183981000819655,0.3816018999180345,47581,2019
new forest east,0.8725157952300853,0.1274842047699147,26,0.425823810254376,0.06540759256800543,0.8133889343957108,0.18661106560428922,40287,2019
new forest west,0.9631355561288852,0.036864443871114774,20,0.396702373868094,0.04213398666705311,0.8296217836106231,0.17037821638937686,38708,2019
newark,0.5640175985101377,0.43598240148986234,31,0.5720455942998036,0.08906354148565829,0.7296227686089592,0.27037723139104075,47504,2019
newbury,0.9259499702662003,0.0740500297337997,20,0.29441100902506484,0.05855195249956362,0.8865971417535728,0.1134028582464272,38835,2019
newcastle upon tyne central,0.22706767669489322,0.7729323233051069,27,0.6101685903605185,0.08062440281611201,0.30105645213558885,0.6989435478644112,30858,2019
newcastle upon tyne east,0.27179042265310266,0.7282095773468973,32,0.5740391571457234,0.07864484821158632,0.288958646103453,0.711041353896547,36635,2019
newcastle upon tyne north,0.32078562736264843,0.6792143726373515,19,0.49932582212411475,0.10708634210427449,0.4219743929837858,0.5780256070162142,36943,2019
newcastle-under-lyme,0.40869230632624426,0.5913076936737558,28,0.6081225064024335,0.09290219609044688,0.5941959315858719,0.40580406841412814,39524,2019
newton abbot,0.9062396554851315,0.09376034451486852,33,0.4877063960112038,0.05074276849846227,0.757807835094369,0.24219216490563097,38519,2019
normanton - pontefract and castleford,0.5072609399220318,0.49273906007796814,25,0.4430624562132319,0.09998945519432509,0.48193555693980406,0.518064443060196,35318,2019
north cornwall,0.7076836751640208,0.29231632483597925,28,0.4378807737212502,0.08595420106710598,0.8716571461050956,0.12834285389490438,35187,2019
north devon,0.8945708447749289,0.10542915522507113,35,0.5968190142406629,0.05191032059608708,0.8606463254593176,0.13935367454068243,36576,2019
north dorset,0.718994561685187,0.28100543831481295,29,0.42192558161441024,0.08346822272728806,0.8412657273455539,0.15873427265444606,42442,2019
north durham,0.44834072056248003,0.55165927943752,18,0.4145100118402169,0.11722042835994363,0.42712687484632406,0.5728731251536759,32536,2019
north east bedfordshire,0.7894774029137926,0.21052259708620727,45,0.5569130896037431,0.06077331892684592,0.7308138319107276,0.2691861680892725,52603,2019
north east cambridgeshire,0.8650866728872055,0.13491332711279436,46,0.5120990106975383,0.05037073884883154,0.8200755554606962,0.17992444453930379,46853,2019
north east derbyshire,0.39635443888368216,0.603645561116318,31,0.48189578117248433,0.08785207465574632,0.64332784184514,0.35667215815486,44918,2019
north east hampshire,0.9392935636031474,0.06070643639685255,24,0.49242759677319853,0.048743018720995436,0.8596491228070176,0.14035087719298245,41040,2019
north east hertfordshire,0.8806614750105562,0.11933852498944372,31,0.5414013517097847,0.0582256016860524,0.7048449219541861,0.2951550780458139,44397,2019
north east somerset,0.6908018636755372,0.30919813632446286,24,0.4979082496794325,0.09433862959615698,0.6753828201281227,0.3246171798718773,41991,2019
north herefordshire,0.8449695503660158,0.15503044963398424,33,0.5925950188467771,0.06300457158022858,0.8253683075817463,0.1746316924182537,38962,2019
north norfolk,0.7762178422119483,0.2237821577880516,32,0.5217401924871625,0.07367659559770644,0.8843767625493514,0.11562323745064862,33687,2019
north shropshire,0.7553398973949614,0.24466010260503862,31,0.41637703349822935,0.07720971374587747,0.73935626525376,0.26064373474624003,47939,2019
north somerset,0.7283310181534441,0.27166898184655586,26,0.46796141418094483,0.08723640430749335,0.6824158448799568,0.3175841551200433,48066,2019
north swindon,0.8001454955739985,0.19985450442600144,34,0.5928769407412064,0.06858071275053745,0.6650203073657571,0.33497969263424293,48997,2019
north thanet,0.7046653889479938,0.2953346110520061,30,0.5526368014531782,0.08328907062489581,0.7001373914258435,0.2998626085741564,42943,2019
north tyneside,0.5589237770674914,0.4410762229325086,36,0.5645051020552904,0.08275264153153807,0.38208233640018746,0.6179176635998125,40541,2019
north warwickshire,0.7200889522441818,0.27991104775581815,28,0.5776149449113256,0.08484457493812231,0.7110385031263222,0.2889614968736778,42542,2019
north west cambridgeshire,0.7880931033797786,0.2119068966202215,34,0.4991762687244292,0.0700844792302178,0.7378045432080687,0.26219545679193135,54631,2019
north west durham,0.3132299121772946,0.6867700878227053,34,0.5584822044156135,0.0795422444725219,0.5147286023277372,0.48527139767226285,38836,2019
north west hampshire,0.8916697085038872,0.10833029149611277,29,0.6174714903179346,0.05771357320795817,0.7968770416830001,0.20312295831699986,45918,2019
north west leicestershire,0.7059122909344957,0.2940877090655043,32,0.5563857958621282,0.08054504338453027,0.7160010164753716,0.2839989835246284,47222,2019
north west norfolk,0.5594213389531939,0.4405786610468061,33,0.5605336453459313,0.08642199223419676,0.7409997096680538,0.2590002903319462,41332,2019
north wiltshire,0.9245146071918487,0.07548539280815125,25,0.42594014307206496,0.05283459029111529,0.8503099390628284,0.1496900609371717,38072,2019
northampton north,0.6694013832111879,0.3305986167888121,26,0.7286911490228243,0.09225866049948421,0.5753248529612912,0.4246751470387088,36555,2019
northampton south,0.5789949011369624,0.42100509886303766,27,0.5558802966553766,0.09501652986685694,0.5632490371926423,0.43675096280735776,37131,2019
norwich north,0.45502340133970054,0.5449765986602995,33,0.49234707921318044,0.08668597201759266,0.5563296556971656,0.4436703443028343,42056,2019
norwich south,0.3518542658254857,0.6481457341745143,39,0.6008355856868299,0.07646900519179602,0.3508369961657159,0.6491630038342842,42772,2019
nottingham east,0.18419922502663663,0.8158007749733632,28,0.6601267804456572,0.07325831754976532,0.24479854447281157,0.7552014555271884,34077,2019
nottingham north,0.4050454586827288,0.5949545413172711,27,0.5636413007259404,0.09447391077909965,0.4256228465412139,0.5743771534587861,30184,2019
nottingham south,0.43960647893560695,0.5603935210643931,22,0.42301742590316327,0.10581987753928515,0.34523692247069254,0.6547630775293074,40604,2019
nuneaton,0.7581835777980168,0.24181642220198318,24,0.47448892631033757,0.08740262204195579,0.6578441733115573,0.3421558266884427,41636,2019
old bexley and sidcup,0.5375046778899342,0.4624953221100658,29,0.5289099744053033,0.09258610142519387,0.7332840965041851,0.26671590349581487,40620,2019
oldham east and saddleworth,0.6098151862482156,0.39018481375178427,23,0.4112048009670549,0.10171157534682798,0.48062155803190526,0.5193784419680947,38677,2019
oldham west and royton,0.34145122113596027,0.6585487788640397,22,0.6397223195979808,0.10109902542483282,0.3537114459256922,0.6462885540743079,38031,2019
orpington,0.631859688737866,0.36814031126213387,26,0.4566019418988826,0.09458675758793192,0.7840857157365562,0.21591428426344386,39386,2019
oxford east,0.2399765100214216,0.7600234899785785,24,0.4425236076222503,0.08717505966429469,0.2680420417295385,0.7319579582704615,38438,2019
oxford west and abingdon,0.8350275456203092,0.1649724543796908,30,0.5234824343582976,0.06776344729415498,0.8402551116113299,0.15974488838867004,26655,2019
pendle,0.6671313617316638,0.33286863826833635,24,0.5404985342513094,0.09619145577218206,0.5737025210885002,0.42629747891149977,41966,2019
penistone and stocksbridge,0.5449328724310195,0.4550671275689805,30,0.5353198358177239,0.09091773515567021,0.5897525270128965,0.4102474729871035,40166,2019
penrith and the border,0.7213185865859832,0.27868141341401675,23,0.5245933990079873,0.09348752142528287,0.7360250822053988,0.2639749177946012,39231,2019
peterborough,0.6015928613411631,0.398407138658837,39,0.598093733168785,0.07839395753214448,0.5306500665272762,0.4693499334727238,42088,2019
plymouth - moor view,0.6099029056496698,0.39009709435033035,30,0.5488073641952129,0.08905454346069039,0.6581871703667361,0.3418128296332638,40765,2019
plymouth - sutton and devonport,0.515755249983805,0.48424475001619494,49,0.5562305165620343,0.07139310149289248,0.4484782844145998,0.5515217155854002,46165,2019
poole,0.8976153966703431,0.10238460332965685,37,0.5266545839836864,0.0498381153201762,0.7384611546330023,0.2615388453669977,40082,2019
poplar and limehouse,0.30485818271493886,0.6951418172850611,29,0.48303992371052124,0.08548435451664257,0.20150363516192993,0.7984963648380701,48416,2019
portsmouth north,0.5028926128820523,0.4971073871179476,34,0.5479056043865678,0.08574785759469353,0.6945074450251455,0.30549255497485456,40564,2019
portsmouth south,0.5642663158605351,0.4357336841394649,31,0.5640924260931036,0.08905776317716387,0.4342334387952812,0.5657665612047188,40773,2019
preston,0.26963752283535214,0.7303624771646477,24,0.5094290022374728,0.09058447464350773,0.2947894843549368,0.7052105156450632,29594,2019
pudsey,0.43408977647627217,0.5659102235237278,41,0.5115535280292308,0.07740546436169772,0.5356050942517565,0.46439490574824355,49389,2019
putney,0.41159346108078265,0.5884065389192173,23,0.6609285181166956,0.1026145772923306,0.4414750159368411,0.558524984063159,40786,2019
rayleigh and wickford,0.8642540249409921,0.13574597505900793,29,0.47188411436817995,0.06360411104537166,0.8180922672795928,0.18190773272040717,48728,2019
reading east,0.42767916805174083,0.5723208319482592,26,0.4306472565763202,0.0970268989797539,0.43864954432477216,0.5613504556752278,48280,2019
reading west,0.5140173304883541,0.485982669511646,27,0.4955118862001394,0.09618722376967634,0.5460834135530234,0.45391658644697663,44669,2019
redcar,0.33017537810673186,0.6698246218932681,23,0.4744355100516665,0.09805934268036227,0.5517231265581464,0.44827687344185363,34095,2019
redditch,0.7118063239862604,0.2881936760137396,31,0.5237563951040507,0.08134714165516448,0.7015687063200764,0.29843129367992355,39778,2019
reigate,0.7699164862050643,0.23008351379493577,17,0.4666819405609479,0.10207986794509927,0.7346232701178883,0.26537672988211175,39020,2019
ribble valley,0.668284468256008,0.331715531743992,37,0.6760246464390809,0.07740387896973874,0.6910658404658778,0.30893415953412223,48253,2019
richmond (yorks),0.6309071419245401,0.36909285807546,42,0.5580624878539265,0.07446049131253119,0.7946335758835759,0.2053664241164241,46176,2019
richmond park,0.7753107331756077,0.22468926682439236,26,0.5331419874802774,0.0818544675248769,0.8871854304635761,0.11281456953642384,30200,2019
rochdale,0.6333366034858366,0.36666339651416335,19,0.41617037079189123,0.1105539520993354,0.37694109261239245,0.6230589073876076,39282,2019
rochester and strood,0.6444649649018549,0.35553503509814516,42,0.5334201086393928,0.07386117510894305,0.6887242980322794,0.31127570196772053,45230,2019
rochford and southend east,0.7092358021601094,0.29076419783989044,43,0.591562344719734,0.06925187917766255,0.646821223709369,0.353178776290631,41840,2019
romford,0.8825264651079883,0.11747353489201173,37,0.5837123379382598,0.0529337943176617,0.707599489499942,0.292400510500058,43095,2019
romsey and southampton north,0.9628244939479603,0.0371755060520396,16,0.467623579242604,0.04729791737078286,0.8252962085308057,0.17470379146919432,33760,2019
rossendale and darwen,0.719948724348008,0.28005127565199184,33,0.658962023673983,0.07816504656672509,0.6043666973563068,0.3956333026436933,45618,2019
rother valley,0.5197568074720185,0.48024319252798164,26,0.3866792445592353,0.09798148737202932,0.5839668279198341,0.4160331720801659,37622,2019
rotherham,0.4621431620176616,0.5378568379823384,21,0.4788161542731628,0.10879575880607421,0.4407802360441729,0.5592197639558271,26351,2019
rugby,0.6671184913580487,0.3328815086419513,42,0.48547807150499245,0.0727146100872985,0.6492022279919224,0.3507977720080776,45063,2019
ruislip - northwood and pinner,0.9097774413998855,0.09022255860011445,26,0.4992474267224337,0.05618734066282308,0.6933802019439465,0.3066197980560536,42388,2019
runnymede and weybridge,0.6948181528384714,0.30518184716152863,22,0.4154110062841857,0.0981756050342738,0.7269339692949769,0.2730660307050231,40254,2019
rushcliffe,0.5710784808238791,0.42892151917612087,24,0.4270070289452064,0.10102554329718001,0.5766031230581113,0.42339687694188866,49887,2019
rutland and melton,0.8217100462753689,0.17828995372463122,26,0.5552051372795537,0.07506475310472337,0.7920807116511174,0.20791928834888262,46090,2019
saffron walden,0.9760546931742284,0.023945306825771506,23,0.4951778601885951,0.03187743450671734,0.8270476269809867,0.1729523730190133,48019,2019
salford and eccles,0.29582387846903196,0.704176121530968,29,0.6300050421064606,0.08475362089642062,0.3017750042493262,0.6982249957506739,41183,2019
salisbury,0.922780695746649,0.07721930425335098,35,0.45515119845185986,0.045120943285472656,0.7578525841571768,0.24214741584282318,39955,2019
scarborough and whitby,0.5472035760492727,0.45279642395072733,43,0.6596122984331528,0.0759087307550386,0.6143245168759462,0.3856754831240538,44916,2019
scunthorpe,0.5627248459602867,0.43727515403971334,23,0.490275318210415,0.10343357324331784,0.5944205380404555,0.40557946195954453,34161,2019
sedgefield,0.6318772926372804,0.36812270736271957,29,0.539346101731523,0.08955991631240431,0.5650194496470249,0.43498055035297506,34705,2019
sefton central,0.47962064639739843,0.5203793536026016,24,0.6792353408523287,0.10197726093488116,0.3257271931037662,0.6742728068962338,43386,2019
selby and ainsty,0.6530214544865742,0.3469785455134257,22,0.3524492729513643,0.1014854298693376,0.7104047813094267,0.2895952186905732,47853,2019
sevenoaks,0.6641507977429596,0.33584920225704046,22,0.40685454774806407,0.10069181505066699,0.8166217857331433,0.18337821426685674,37878,2019
sheffield central,0.17175681943878546,0.8282431805612145,33,0.4497759764023699,0.06565668615472407,0.16464599267147037,0.8353540073285296,40663,2019
sheffield south east,0.34240008837602914,0.6575999116239708,20,0.41614415055398124,0.10610425718511877,0.43771239362165615,0.5622876063783439,34429,2019
sheffield - brightside and hillsborough,0.44146179295798055,0.5585382070420195,23,0.518170003195821,0.10354022077482859,0.3109598324297684,0.6890401675702317,32464,2019
sheffield - hallam,0.4863126445678918,0.5136873554321082,17,0.3582365346202681,0.12122236648147537,0.427147216974277,0.572852783025723,34405,2019
sheffield - heeley,0.40612654029889256,0.5938734597011076,32,0.5494728755315834,0.08681657631965808,0.376270694162068,0.6237293058379321,34430,2019
sherwood,0.6344292293298689,0.36557077067013105,39,0.6316095593884031,0.0771160933521125,0.6689138420437468,0.3310861579562531,47912,2019
shipley,0.3744666685366553,0.6255333314633446,41,0.6102981719236731,0.07558574241148568,0.5641758512913309,0.4358241487086692,48632,2019
shrewsbury and atcham,0.35067022171760104,0.649329778282399,31,0.5571519103428868,0.08570403259946777,0.6103492375799311,0.38965076242006885,50825,2019
sittingbourne and sheppey,0.8377959040226967,0.16220409597730331,31,0.47891926395672896,0.0662093276796402,0.7719586712587491,0.22804132874125096,45005,2019
skipton and ripon,0.7872767374496714,0.21272326255032867,34,0.5506235224536917,0.0701829701398785,0.756739771151179,0.2432602288488211,46144,2019
sleaford and north hykeham,0.7618642622988052,0.23813573770119484,48,0.5406565455841887,0.06147952032498006,0.7866586855865214,0.21334131441347864,56801,2019
slough,0.5919874366575184,0.40801256334248154,28,0.5274366998083732,0.09287824431887369,0.3491217202778638,0.6508782797221362,45202,2019
solihull,0.6443418705248174,0.35565812947518266,37,0.6321540204749765,0.07869981016038727,0.7453916253316415,0.2546083746683585,43345,2019
somerton and frome,0.7122458230047661,0.28775417699523387,13,0.2769657434048433,0.12556080678822498,0.8126233626413063,0.1873766373586937,44584,2019
south basildon and east thurrock,0.6781271599133588,0.3218728400866411,20,0.48902712388688196,0.10446786943869409,0.7488756745952428,0.25112432540475715,40024,2019
south cambridgeshire,0.6634274648483662,0.3365725351516337,24,0.44008700438162424,0.09645626464302272,0.7989850069555361,0.2010149930444639,38818,2019
south derbyshire,0.6310905457719578,0.36890945422804217,31,0.480906383951747,0.08666123678777858,0.7028047578090583,0.2971952421909417,47669,2019
south dorset,0.6167777226094463,0.3832222773905537,37,0.5537168128178371,0.07992614217363955,0.6999417181489684,0.3000582818510316,42895,2019
